title,importId,parentImportId,description,progressPercent,status,priority,assignee,startDate,dueDate
其他T+1外系统表入库（30张）,T-308,T-36,编码完成，需要拿到上游系统文件进行测试，文件名称，文件字段顺序，字段个数等进行微调,100,done,,杜宝祥,2026/02/05,2026/03/06
画像指标表入库（5张）,T-309,T-36,,100,done,,杜宝祥,2026/03/31,2026/03/31
预警试验模型批量任务,T-310,T-36,待细化76个模型的开发任务，补充人员,100,done,,杜宝祥,2026/03/16,2026/04/16
质检规则提取批量任务,T-311,T-36,,100,done,,李金阳,2026/02/04,2026/02/12
已确定16个接口挡板,T-312,T-37,,100,done,,吴卓隆,2026/01/06,2026/01/09
ESB对接,T-313,T-37,,100,done,,吴卓隆,2026/01/12,2026/01/15
新增接口挡板（4个）,T-314,T-37,,100,done,,吴卓隆,2026/01/15,2026/01/16
ESB集成公共部分封装,T-315,T-37,,100,done,,吴卓隆,2026/01/16,2026/01/17
新增接口挡板（2个）,T-316,T-37,,100,done,,吴卓隆,2026/01/20,2026/01/20
新增接口挡板（15个）,T-317,T-37,,100,done,,吴卓隆,2026/02/06,2026/02/11
接入实时文传,T-318,T-37,,100,done,,吴卓隆,2026/02/12,2026/02/24
外联系统接口开发、联通性测试（35个接口）,T-319,T-37,,100,done,,吴卓隆,2026/02/25,2026/03/12
OCR识别公共API开发,T-320,T-37,由于训练平台模型不能正常导入OCR识别平台，没有进行调试，大体逻辑开发完成,90,in_progress,,郭震,2026/03/19,2026/04/15
机构撤并预检验接口,T-321,T-37,,30,in_progress,,吴卓隆,2026/03/31,2026/04/01
内部账开户,T-322,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
内部账销户,T-323,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
内部户特殊记账,T-324,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
内部账借贷,T-325,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
待销账挂账,T-326,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
待销账销账,T-327,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
内部账业务冲正,T-328,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
内部账现金交易,T-329,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
内部账户维护,T-330,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
内部账销户回退,T-331,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
内部账场景管理,T-332,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
内部账场景记账,T-333,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
内部账同借同贷,T-334,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
内部账跨行汇兑(本地),T-335,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
内部账跨行汇兑(集中作业),T-336,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
内部账行内转账(本地),T-337,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
内部账行内转账(集中作业),T-338,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
对公通存(内部账付款),T-339,T-38,,100,done,,黄志文,2026/01/04,2026/01/20
任务调度引擎大字段改造,T-340,T-39,,100,done,,赵庆欣,2026/01/06,2026/01/09
设计器-触发器,T-341,T-40,,100,done,,黄志文,2026/01/20,2026/01/31
设计器-包容分支,T-342,T-40,,100,done,,黄志文,2026/01/04,2026/01/20
设计器-路由分支,T-343,T-40,,100,done,,黄志文,2026/01/04,2026/01/20
设计器-并行分支,T-344,T-40,,100,done,,黄志文,2026/01/04,2026/01/20
设计器-自动拒绝,T-345,T-40,,100,done,,黄志文,2026/01/04,2026/01/20
设计器-自动通过,T-346,T-40,,100,done,,黄志文,2026/01/04,2026/01/20
通用审批壳- PC,T-347,T-40,,100,done,,黄志文,2026/01/04,2026/01/20
通用审批壳-移动端,T-348,T-40,,0,in_progress,,王白石,2026/01/04,2026/01/31
API-转办,T-349,T-40,,100,done,,黄志文,2026/01/04,2026/01/20
API-委派,T-350,T-40,,100,done,,黄志文,2026/01/04,2026/01/20
API-代理,T-351,T-40,,100,done,,黄志文,2026/01/04,2026/01/20
API-加签,T-352,T-40,,100,done,,黄志文,2026/01/04,2026/01/20
API-减签,T-353,T-40,,100,done,,黄志文,2026/01/04,2026/01/20
API-抄送,T-354,T-40,,100,done,,黄志文,2026/01/04,2026/01/20
API-拿回,T-355,T-40,,100,done,,黄志文,2026/01/04,2026/01/20
API-撤销,T-356,T-40,,100,done,,黄志文,2026/01/04,2026/01/20
数据库初始贯标（补全中文描述）,T-357,T-41,,100,done,,郭震,2026/01/07,2026/01/09
宝蓝德中间件集成支持,T-358,T-42,废弃宝兰德部署,100,done,,郭震,2026/01/05,2026/01/06
devops持续集成支持,T-359,T-42,根据devops平台人员要求目前只需提供主机信息，现已提供，等待后续指令,100,done,,郭震,2026/01/12,2026/01/14
非功能需求开发,T-360,T-43,,0,todo,,赵庆欣,2026/04/07,2026/04/30
信息安全需求开发,T-361,T-44,,0,todo,,赵庆欣,2026/04/07,2026/04/30
自定义登记簿开发后端,T-362,T-45,,100,done,,赵庆欣,2026/01/26,2026/02/12
自定义登记簿开发前端,T-363,T-45,,100,done,,陈奇,2026/01/21,2026/01/31
前端集成到乾坤,T-364,T-46,,0,todo,,黄志文,2026/03/02,2026/03/31
后台功能裁剪并迁移,T-365,T-46,,100,done,,赵庆欣,2026/01/20,2026/01/31
移动端框架搭建,T-366,T-47,,100,done,,王白石,2026/02/02,2026/02/12
授权认证,T-367,T-48,,100,done,,黄志文,2026/01/05,2026/01/11
前端页面文件预览,T-368,T-48,,80,in_progress,,王白石,2026/01/07,2026/01/07
大屏播报对接数字人,T-369,T-49,,0,todo,,王白石,2026/03/16,2026/03/25
菜单跳转对接数字人,T-370,T-49,,90,in_progress,,王白石,2026/03/26,2026/04/15
功能裁剪,T-371,T-50,,50,in_progress,,吴卓隆,2026/03/25,2026/04/09
后端集成配置中心,T-372,T-50,,0,todo,,吴卓隆,2026/03/25,2026/04/09
对接统一的认证授权,T-373,T-50,,0,todo,,吴卓隆,2026/03/25,2026/04/09
对接统一的数据字典处理,T-374,T-50,,0,todo,,吴卓隆,2026/03/25,2026/04/09
对接统一的机构查询,T-375,T-50,,0,todo,,吴卓隆,2026/03/25,2026/04/09
对接统一的用户查询,T-376,T-50,,0,todo,,吴卓隆,2026/03/25,2026/04/09
整理开发规范文档,T-377,T-51,,100,done,,赵庆欣,2026/01/19,2026/01/19
OCR部署,T-378,T-51,,100,done,,郭震,2026/01/26,2026/01/27
BI部署,T-379,T-51,,100,done,,郭震,2026/01/28,2026/01/28
扫描漏洞修复,T-380,T-51,,0,todo,,赵庆欣,2026/05/06,2026/05/15
pass平台对接,T-381,T-51,,100,done,,郭震,2026/02/04,2026/02/12
影像平台对接,T-382,T-51,查询,100,done,,郭震,2026/02/04,2026/02/12
对柜面发布接口联调,T-383,T-51,等待柜面系统联调,60,in_progress,,吴卓隆,2026/02/05,2026/02/12
xxljob重新集成并针对自增主键进行调整,T-384,T-51,,30,in_progress,,赵庆欣,2026/03/26,2026/04/03
xxljob数据库连接池配置调整为密文,T-385,T-51,,100,done,,赵庆欣,2026/03/28,2026/03/28
xxljob集成nacos配置中心,T-386,T-51,,100,done,,赵庆欣,2026/03/28,2026/03/28
日志收集,T-387,T-51,,100,done,,黄志文,2026/03/01,2026/03/04
自动派单,T-388,T-51,,0,todo,,陈义康,2026/04/07,2026/04/16
预警模型批处理设计调整优化,T-389,T-53,,0,in_progress,,杜宝祥,2026/04/01,2026/04/23
账户开变销超期备案预警,T-390,T-53,高,100,done,,杜宝祥,2026/03/16,2026/04/16
客户预留信息与员工信息一致预警,T-391,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
员工与客户往来异常预警,T-392,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
当日电子验印业务异常提示预警,T-393,T-53,高,100,done,,杜宝祥,2026/03/16,2026/04/16
隔日电子验印业务异常提示预警,T-394,T-53,高,100,done,,杜宝祥,2026/03/16,2026/04/16
借款资金异常往来预警,T-395,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
人工未及时异地授权预警,T-396,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
人工未及时普借回执预警,T-397,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
超期查复业务预警,T-398,T-53,高,70,in_progress,,史佳旺,2026/03/16,2026/04/16
自动柜员机未按时清机提示预警,T-399,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
机构日终批处理后在途资金预警,T-400,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
机构日终批处理后在途资金预警（寄存库）,T-401,T-53,高,0,todo,,史佳旺,2026/03/16,2026/04/16
在途凭证长时间不入账提示预警,T-402,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
在途凭证超次日未入库预警,T-403,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
超期处理挂账业务,T-404,T-53,高,70,in_progress,,史佳旺,2026/03/16,2026/04/16
对账不一致预警,T-405,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
4629-内部账户出现借方余额预警,T-406,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
异地客户交易异常预警,T-407,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
客户异常处置账户预警,T-408,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
客户大额异常开户预警,T-409,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
对公账户法定代表人交叉任职,T-410,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
异常开卡并开通非柜面渠道业务,T-411,T-53,高,100,done,,史佳旺,2026/03/16,2026/04/16
聚合支付商户风险监测,T-412,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
小微商户经营性收款异常预警,T-413,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
账户多次输错密码预警,T-414,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
同一客户短期内频繁挂失预警,T-415,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
对公账户开销户异常预警,T-416,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
账户开变销未及时备案提示预警,T-417,T-53,中,100,done,,杜宝祥,2026/03/17,2026/05/15
自助设备挂账处理异常提示预警,T-418,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
柜员频繁办理冲正业务预警,T-419,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
柜员临近签退时间频繁办理特殊业务预警,T-420,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
柜员自办业务预警,T-421,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
柜员自复核业务预警,T-422,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
柜员自授权业务预警,T-423,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
执行冻结业务异常预警,T-424,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
单位定期存款违规支取预警,T-425,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
重复业务预警,T-426,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
小额异常交易预警,T-427,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
对内交易异常预警,T-428,T-53,中,80,in_progress,,史佳旺,2026/03/17,2026/05/15
人工未及时异地授权提示预警,T-429,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
非营业时间办理业务预警,T-430,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
超库存限额预警,T-431,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
普借回执提示预警,T-432,T-53,中,70,in_progress,,史佳旺,2026/03/17,2026/05/15
查复业务提示预警,T-433,T-53,中,70,in_progress,,史佳旺,2026/03/17,2026/05/15
自动柜员机未按时清机预警,T-434,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
待结算财政款项账户提示预警,T-435,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
待销账资金长时间未处理预警,T-436,T-53,中,100,done,,史佳旺,2026/03/17,2026/05/15
长短款长时间未处理,T-437,T-53,低,100,done,,史佳旺,2026/05/16,2026/05/31
电子银行签约业务异常预警,T-438,T-53,低,100,done,,史佳旺,2026/05/16,2026/05/31
账户开户数量异常预警,T-439,T-53,低,100,done,,史佳旺,2026/05/16,2026/05/31
当日开户当日变更预警,T-440,T-53,低,100,done,,史佳旺,2026/05/16,2026/05/31
柜员同日频繁调岗预警,T-441,T-53,低,100,done,,史佳旺,2026/05/16,2026/05/31
管理人员未按规定查库预警,T-442,T-53,低,0,todo,,史佳旺,2026/05/16,2026/05/31
存款开销户业务当日冲销预警,T-443,T-53,低,100,done,,史佳旺,2026/05/16,2026/05/31
柜员重开业务预警,T-444,T-53,低,100,done,,史佳旺,2026/05/16,2026/05/31
现金收入业务异常提示预警,T-445,T-53,低,100,done,,史佳旺,2026/05/16,2026/05/31
电子印章手工用印预警,T-446,T-53,低,100,done,,邱纪伟,2026/03/30,2026/04/15
重复业务提示预警,T-447,T-53,低,100,done,,邱纪伟,2026/03/30,2026/04/15
现金存取异常预警,T-448,T-53,低,100,done,,邱纪伟,2026/03/30,2026/04/15
销户资金流向异常预警,T-449,T-53,低,100,done,,邱纪伟,2026/03/30,2026/04/15
联网核查结果异常办理业务预警,T-450,T-53,低,100,done,,邱纪伟,2026/03/30,2026/04/15
现金出入库异常预警,T-451,T-53,低,100,done,,邱纪伟,2026/03/30,2026/04/15
机构频繁现金出入库预警,T-452,T-53,低,100,done,,邱纪伟,2026/03/30,2026/04/15
联网核查机构重复设置预警,T-453,T-53,低,100,done,,邱纪伟,2026/03/30,2026/04/15
挂账未及时处理提示预警,T-454,T-53,低,10,in_progress,,史佳旺,2026/03/30,2026/04/15
待销账资金长时间未处理提示预警,T-455,T-53,低,100,done,,邱纪伟,2026/03/30,2026/04/15
异常小额定期开户预警,T-456,T-53,低,10,in_progress,,邱纪伟,2026/03/30,2026/04/15
个人账户开户异常挂失业务预警,T-457,T-53,低,0,todo,,邱纪伟,2026/03/30,2026/04/15
验资账户异常支取预警,T-458,T-53,低,0,todo,,邱纪伟,2026/03/30,2026/04/15
账户风险级别监测预警,T-459,T-53,低,0,todo,,邱纪伟,2026/03/30,2026/04/15
长期未发生业务的账户异常动账,T-460,T-53,低,0,todo,,邱纪伟,2026/03/30,2026/04/15
内部账交易金额异常预警,T-461,T-53,低,100,done,,杜宝祥,2026/03/30,2026/04/15
个人结算账户资金异常归集监测模型（25个指标）,T-462,T-54,高,100,done,,杜宝祥,2026/03/16,2026/04/16
企业开立基本存款账户异常行为监测模型（17个指标）,T-463,T-54,高,100,done,,杜宝祥,2026/03/16,2026/04/16
柜员操作风险积分卡监测模型（12个指标）,T-464,T-54,高,100,done,,杜宝祥,2026/03/16,2026/04/16
机构运营合规风险积分卡监测模型（13个指标）,T-465,T-54,高,100,done,,杜宝祥,2026/03/16,2026/04/16
员工异常查询客账信息预警模型（7个指标）,T-466,T-54,高,100,done,,杜宝祥,2026/03/16,2026/04/16
频繁代理开户预警模型（6个指标）,T-467,T-54,高,100,done,,杜宝祥,2026/03/16,2026/04/16
监督模型批量任务公共逻辑封装开发,T-468,T-55,1,90,in_progress,,赵庆欣,2026/03/16,2026/03/30
监督模型批量任务OCR识别及比对功能开发（15个模型）,T-469,T-55,1,0,in_progress,,郭震,2026/03/30,2026/04/27
1-有权机关冻结管理,T-470,T-55,1,100,done,,赵庆欣,2026/03/16,2026/03/30
2-账户/渠道限制,T-471,T-55,1,100,done,,赵庆欣,2026/03/16,2026/03/30
3-有权机关递增冻结管理,T-472,T-55,1,100,done,,赵庆欣,2026/03/16,2026/03/30
4-有权机关扣划,T-473,T-55,1,100,done,,赵庆欣,2026/03/16,2026/03/30
5-存款过户,T-474,T-55,1,100,done,,邱纪伟,2026/03/16,2026/03/20
8-个人定期存款开户,T-475,T-55,1,100,done,,邱纪伟,2026/03/16,2026/03/20
9-个人活期存款开户,T-476,T-55,1,100,done,,邱纪伟,2026/03/16,2026/03/24
10-个人活期存款销户,T-477,T-55,1,100,done,,邱纪伟,2026/03/16,2026/03/24
16-个人定期存款支取/销户,T-478,T-55,1,100,done,,邱纪伟,2026/03/16,2026/03/26
27-个人定期存款多笔销户,T-479,T-55,1,100,done,,邱纪伟,2026/03/16,2026/03/26
30-整整销户转开,T-480,T-55,1,100,done,,邱纪伟,2026/03/16,2026/03/28
11-换卡,T-481,T-55,2,100,done,,邱纪伟,2026/03/16,2026/03/28
14-智能通知存款签约解约,T-482,T-55,2,100,done,,邱纪伟,2026/03/30,2026/03/31
17-单位定期支取/销户,T-483,T-55,2,100,done,,邱纪伟,2026/03/30,2026/03/31
18-凭证挂失管理,T-484,T-55,2,100,done,,邱纪伟,2026/03/30,2026/04/03
21-单位存款凭证签发/更换,T-485,T-55,2,100,done,,邱纪伟,2026/03/30,2026/04/03
25-凭证手工销号,T-486,T-55,2,100,done,,邱纪伟,2026/03/30,2026/04/09
28-综合签约,T-487,T-55,2,100,done,,邱纪伟,2026/03/30,2026/04/09
29-综合解约,T-488,T-55,2,100,done,,邱纪伟,2026/03/30,2026/04/10
6-存款证明管理,T-489,T-55,,100,done,,邱纪伟,2026/03/30,2026/04/11
7-当日冲销,T-490,T-55,,100,done,,赵庆欣,2026/03/16,2026/03/28
12-联名存款密码管理,T-491,T-55,,100,done,,赵庆欣,2026/03/16,2026/03/28
13-凭证作废,T-492,T-55,,100,done,,赵庆欣,2026/03/16,2026/03/28
15-凭证销毁,T-493,T-55,,100,done,,赵庆欣,2026/03/16,2026/03/28
19-对公凭证印鉴挂失管理,T-494,T-55,,100,done,,赵庆欣,2026/03/16,2026/03/28
20-账户印鉴管理,T-495,T-55,,100,done,,赵庆欣,2026/03/16,2026/03/28
22-定期子账户移入移出,T-496,T-55,,100,done,,赵庆欣,2026/03/16,2026/03/28
23-活期冲正,T-497,T-55,,100,done,,邱纪伟,2026/03/16,2026/03/28
24-密码管理,T-498,T-55,,100,done,,邱纪伟,2026/03/16,2026/03/28
26-遗产继承,T-499,T-55,,100,done,,邱纪伟,2026/03/16,2026/03/28
JSB_WHOLE,T-500,T-57,电子验印系统,100,done,,吴卓隆,2026/03/16,2026/03/30
BB32_SYNC_CORE_RECORD,T-501,T-57,风险实时识别与查控系统,100,done,,吴卓隆,2026/03/16,2026/03/30
BB32_SYNC_CORE_RECORD_GR,T-502,T-57,风险实时识别与查控系统,100,done,,吴卓隆,2026/03/16,2026/03/30
IB_LOG_LOGMASTER_LOG,T-503,T-57,柜面,100,done,,吴卓隆,2026/03/16,2026/03/30
AGR_BASE_AGREEMENT,T-504,T-57,核心,100,done,,吴卓隆,2026/03/16,2026/03/30
CORE_BUS_TRAN_INFO,T-505,T-57,核心,100,done,,吴卓隆,2026/03/16,2026/03/30
CIF_CLIENT,T-506,T-57,核心,100,done,,吴卓隆,2026/03/16,2026/03/30
RB_ACCT,T-507,T-57,核心,100,done,,吴卓隆,2026/03/16,2026/03/30
RB_ACCT_ATTACH,T-508,T-57,核心,100,done,,吴卓隆,2026/03/16,2026/03/30
RB_ACCT_BALANCE,T-509,T-57,核心,100,done,,吴卓隆,2026/03/16,2026/03/30
RB_AMEND,T-510,T-57,核心,100,done,,吴卓隆,2026/03/16,2026/03/30
RB_IMPOUND_INFO,T-511,T-57,核心,100,done,,吴卓隆,2026/03/16,2026/03/30
RB_OPEN_CLOSE_REG,T-512,T-57,核心,100,done,,吴卓隆,2026/03/16,2026/03/30
RB_RESTRAINTS_HIST,T-513,T-57,核心,100,done,,吴卓隆,2026/03/16,2026/03/30
RB_TRAN_HIST,T-514,T-57,核心,100,done,,吴卓隆,2026/03/16,2026/03/30
RB_VOUCHER_ACCT_RELATION,T-515,T-57,核心,100,done,,吴卓隆,2026/04/07,2026/04/16
RB_VOUCHER_LOST,T-516,T-57,核心,100,done,,吴卓隆,2026/04/07,2026/04/16
RB_VOUCHER_LOST_DETAIL,T-517,T-57,核心,100,done,,吴卓隆,2026/04/07,2026/04/16
TB_CASH_MOVE,T-518,T-57,核心,100,done,,吴卓隆,2026/04/07,2026/04/16
TB_TRAN_HIST,T-519,T-57,核心,100,done,,吴卓隆,2026/04/07,2026/04/16
GAB_DXZP_DJXJ,T-520,T-57,金融反诈一体化平台,100,done,,吴卓隆,2026/04/07,2026/04/16
GAB_DXZP_DJZFDJB,T-521,T-57,金融反诈一体化平台,100,done,,吴卓隆,2026/04/07,2026/04/16
GAB_DXZP_JJZF,T-522,T-57,金融反诈一体化平台,100,done,,吴卓隆,2026/04/07,2026/04/16
GAB_DXZP_XDXX,T-523,T-57,金融反诈一体化平台,100,done,,吴卓隆,2026/04/07,2026/04/16
GAB_DXZP_ZHGK,T-524,T-57,金融反诈一体化平台,100,done,,吴卓隆,2026/04/07,2026/04/16
GAB_WLCK_JRCJZTSJ,T-525,T-57,金融反诈一体化平台,100,done,,吴卓隆,2026/04/07,2026/04/16
TB_INF_EMPLYEE,T-526,T-57,人力资源,100,done,,吴卓隆,2026/04/07,2026/04/16
TB_INF_EMPSOCIETYRELATION,T-527,T-57,人力资源,100,done,,吴卓隆,2026/04/07,2026/04/16
AB_ELEC_SEAL_BOOK,T-528,T-57,无纸化平台,100,done,,吴卓隆,2026/04/07,2026/04/16
CTRDSBR_IOU_INF,T-529,T-57,信贷系统,100,done,,吴卓隆,2026/04/07,2026/04/16
YD_ACCOUNTS_ALL,T-530,T-57,账管系统,100,done,,吴卓隆,2026/04/17,2026/04/27
BP_TRANSLIST_TB,T-531,T-57,作业授权,100,done,,吴卓隆,2026/04/17,2026/04/27
SM_USER_ROLE_TB,T-532,T-57,作业授权,100,done,,吴卓隆,2026/04/17,2026/04/27
ZY_QUESTIONSURE_TB,T-533,T-57,作业授权,100,done,,吴卓隆,2026/04/17,2026/04/27
BP_OPER_DETAIL_TB,T-534,T-57,作业授权,100,done,,吴卓隆,2026/04/17,2026/04/27
BP_OCR_QUERY_RESULT_TB,T-535,T-57,作业授权,100,done,,吴卓隆,2026/04/17,2026/04/27
BP_TRANSFILEDLIST_TB,T-536,T-57,作业授权,100,done,,吴卓隆,2026/04/17,2026/04/27
CIF_AMEND,T-537,T-57,核心,100,done,,吴卓隆,2026/04/17,2026/04/27
ib_log_printvoucher_log,T-538,T-57,柜面,100,done,,吴卓隆,2026/03/16,2026/04/27
TB_LIMIT_CTRL,T-539,T-57,核心,100,done,,吴卓隆,2026/04/07,2026/04/27
TB_LIMIT_CTRL_DETAIL,T-540,T-57,核心,100,done,,吴卓隆,2026/04/07,2026/04/27
FM_LOC_HOLIDAY,T-541,T-57,核心,100,done,,吴卓隆,2026/04/07,2026/04/27
TB_BAILBOX,T-542,T-57,核心,100,done,,吴卓隆,2026/04/07,2026/04/27
ib_upm_user_info_his,T-543,T-57,柜面,100,done,,吴卓隆,2026/03/16,2026/04/27
BT_QM_QUEUE,T-544,T-57,智能网点,0,todo,,吴卓隆,2026/03/16,2026/04/27
omp_teller_rt_status,T-545,T-57,柜面,0,todo,,吴卓隆,2026/03/16,2026/04/27
TB_REC_AUTHENTICATION,T-546,T-57,人力资源系统,100,done,,杜宝祥,2026/03/31,2026/04/27
TB_PER_STAFFRECORD,T-547,T-57,人力资源系统,100,done,,杜宝祥,2026/03/31,2026/04/27
TB_INF_REWARD,T-548,T-57,人力资源系统,100,done,,杜宝祥,2026/03/31,2026/04/27
准实时数据同步topic接入联调测试,T-549,T-57,实时数据同步,20,in_progress,,吴卓隆,2026/03/30,2026/04/17
档案系统-数据迁移,T-550,T-57,数据量,0,todo,,,,
FM_APPLICATION,T-551,T-57,17753829,0,todo,,张辉,2026/04/16,2026/05/15
FM_BATCH,T-552,T-57,3405,0,todo,,张辉,2026/04/16,2026/05/15
FM_BIND,T-553,T-57,290797,0,todo,,张辉,2026/04/16,2026/05/15
FM_BORROW,T-554,T-57,2278,0,todo,,张辉,2026/04/16,2026/05/15
FM_CABINET,T-555,T-58,358694,0,todo,,张辉,2026/04/16,2026/05/15
FM_CODE,T-556,T-58,1795,0,todo,,张辉,2026/04/16,2026/05/15
FM_CONSLOG,T-557,T-58,4517,0,todo,,张辉,2026/04/16,2026/05/15
FM_CURRENCY,T-558,T-58,4,0,todo,,张辉,2026/04/16,2026/05/15
FM_LOG,T-559,T-58,770275,0,todo,,张辉,2026/04/16,2026/05/15
FM_PACKAGE,T-560,T-58,3609256,0,todo,,张辉,2026/04/16,2026/05/15
FM_SERIAL,T-561,T-58,7109684,0,todo,,张辉,2026/04/16,2026/05/15
FM_TRUNK,T-562,T-58,157223,0,todo,,张辉,2026/04/16,2026/05/15
FM_WAREHOUSE,T-563,T-58,86,0,todo,,张辉,2026/04/16,2026/05/15
FM_WAREHOUSE_ADMIN,T-564,T-58,201,0,todo,,张辉,2026/04/16,2026/05/15
FM_WAREHOUSE_CABINET,T-565,T-58,266,0,todo,,张辉,2026/04/16,2026/05/15
FM_WAREHOUSE_SCOPE,T-566,T-58,3080,0,todo,,张辉,2026/04/16,2026/05/15
